date,account,category,amount,currency,converted amount,currency,description
08/10/2024,Cash,Eating out,-70,INR,-70,INR,Bakery
08/10/2024,Cash,Eating out,-158,INR,-158,INR,Paneer rice and badam milk 
09/10/2024,Cash,Eating out,-60,INR,-60,INR,Lunch + coffee
09/10/2024,Cash,Thota work,"-3,748",INR,"-3,748",INR,Eetu items
09/10/2024,Cash,Eating out,-145,INR,-145,INR,Dinner kulfi juice
09/10/2024,Cash,Transport,-15,INR,-15,INR,Bus
09/10/2024,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,320+20708. Home Loan emi 
10/10/2024,Cash,Transport,-28,INR,-28,INR,Bus
10/10/2024,Cash,Food,-270,INR,-270,INR,Fruits
10/10/2024,Cash,Car,-210,INR,-210,INR,Petrol
10/10/2024,Cash,Eating out,-20,INR,-20,INR,Water bottle 
10/10/2024,Cash,Food,-250,INR,-250,INR,Fruits
10/10/2024,Cash,Health,-110,INR,-110,INR,Glouse and stuff
11/10/2024,Cash,Gifts,-415,INR,-415,INR,Seve
11/10/2024,Cash,Investment,"-14,500",INR,"-14,500",INR,Investment groww
11/10/2024,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
11/10/2024,Cash,Salary,"2,200",INR,"2,200",INR,Sodexo 
12/10/2024,Cash,Gifts,-200,INR,-200,INR,Kaanike plus ranga pooje 
12/10/2024,Cash,Bills,"-2,744",INR,"-2,744",INR,Credit card bill
12/10/2024,Cash,Car,-400,INR,-400,INR,Petrol
12/10/2024,Cash,Gifts,-100,INR,-100,INR,Kaanike
13/10/2024,Cash,Car,-255,INR,-255,INR,Petrol
13/10/2024,Cash,Car,-200,INR,-200,INR,Petrol
14/10/2024,Cash,Eating out,-85,INR,-85,INR,Lunch
14/10/2024,Cash,Eating out,-365,INR,-365,INR,California burrito 
15/10/2024,Cash,Car,-200,INR,-200,INR,Petrol
15/10/2024,Cash,Eating out,-32,INR,-32,INR,Veg puff
15/10/2024,Cash,Eating out,-60,INR,-60,INR,Dinner
16/10/2024,Cash,Clothes,"-1,035",INR,"-1,035",INR,Shabharimale dresses
16/10/2024,Cash,Unexpected,-270,INR,-270,INR,Gejje repair
16/10/2024,Cash,Transport,-545,INR,-545,INR,Transportation parents
16/10/2024,Cash,Agri selling,980,INR,980,INR,Arecanut selling
16/10/2024,Cash,Native trip,-681,INR,-681,INR,Native trip 
16/10/2024,Cash,Clothes,-360,INR,-360,INR,Chappak
16/10/2024,Cash,Food,-900,INR,-900,INR,Gas cylinder 
16/10/2024,Cash,Transport,-61,INR,-61,INR,Transportation 
16/10/2024,Cash,Taxi,-80,INR,-80,INR,Auto
18/10/2024,Cash,Eating out,-50,INR,-50,INR,Tea
19/10/2024,Cash,Gifts,-725,INR,-725,INR,Shabharimale kaanike
19/10/2024,Cash,Gifts,-302,INR,-302,INR,Prasada
19/10/2024,Cash,Eating out,-212,INR,-212,INR,Lunch soda shabri male 
19/10/2024,Cash,Gifts,-50,INR,-50,INR,Kaanike
19/10/2024,Cash,Gifts,-103,INR,-103,INR,Prasada
19/10/2024,Cash,Thota work,"-2,100",INR,"-2,100",INR,Labour adake solilikke 2 days
19/10/2024,Cash,Eating out,-160,INR,-160,INR,Eateries 
19/10/2024,Cash,Food,"-1,285",INR,"-1,285",INR,Grocceries 
19/10/2024,Cash,Eating out,-30,INR,-30,INR,Milkshake
19/10/2024,Cash,Gifts,-200,INR,-200,INR,Kaanike
19/10/2024,Cash,Cashback,868,INR,868,INR,Shabharimale trip extra amt refund 
20/10/2024,Cash,Native trip,-733.95,INR,-733.95,INR,Native trip 
20/10/2024,Cash,Clothes,-150,INR,-150,INR,Haircut 
20/10/2024,Cash,Transport,-20,INR,-20,INR,Bus
20/10/2024,Cash,Taxi,-100,INR,-100,INR,Auto
20/10/2024,Cash,Taxi,-100,INR,-100,INR,Auto
21/10/2024,Cash,Taxi,-300,INR,-300,INR,Auto
22/10/2024,Cash,Transport,-10,INR,-10,INR,Bus
22/10/2024,Cash,Transport,-30,INR,-30,INR,Bus
22/10/2024,Cash,Eating out,-34,INR,-34,INR,Tea
22/10/2024,Cash,Eating out,-25,INR,-25,INR,Puff
22/10/2024,Cash,Health,-234,INR,-234,INR,Health insurance 
22/10/2024,Cash,Loan,234,INR,234,INR,Credit card loan
22/10/2024,Cash,Unexpected,-250,INR,-250,INR,Chain repair 
23/10/2024,Cash,Transport,-250,INR,-250,INR,Metro recharge
23/10/2024,Cash,Transport,-292,INR,-292,INR,Transportation 
23/10/2024,Cash,Gifts,-200,INR,-200,INR,Udugare
23/10/2024,Cash,Transport,-82,INR,-82,INR,Transportation 
23/10/2024,Cash,Transport,-30,INR,-30,INR,Auto
23/10/2024,Cash,Transport,-30,INR,-30,INR,Bus
23/10/2024,Cash,Eating out,-75,INR,-75,INR,Breakfast + coffee 
23/10/2024,Cash,Native trip,-910,INR,-910,INR,Bangalore to mangalore bus ticket
23/10/2024,Cash,Health,-400,INR,-400,INR,Doctor eye consultation 
23/10/2024,Cash,Health,"-2,000",INR,"-2,000",INR,Eye Glasses
23/10/2024,Cash,Eating out,-158,INR,-158,INR,Panner biriyani badam milk
24/10/2024,Cash,Thota work,"-1,200",INR,"-1,200",INR,Devappa work 2 days for removing grass from thotha
24/10/2024,Cash,Thota work,"-2,100",INR,"-2,100",INR,Praveen coolie remove grass
24/10/2024,Cash,Transport,-30,INR,-30,INR,Bus
24/10/2024,Cash,Eating out,-88,INR,-88,INR,Breakfast + coffee 
24/10/2024,Cash,Eating out,-255,INR,-255,INR,Panner biriyani rose milk masala puri
24/10/2024,Cash,Unexpected,-200,INR,-200,INR,Rudrakshi repair 
24/10/2024,Cash,Eating out,-50,INR,-50,INR,Breakfast 
25/10/2024,Cash,Salary,"2,400",INR,"2,400",INR,Kpit customer allowance 
26/10/2024,Cash,Eating out,-69,INR,-69,INR,Breakfast + coffee 
26/10/2024,Cash,Car,-200,INR,-200,INR,Petrol
26/10/2024,Cash,Food,-48,INR,-48,INR,Porkee
26/10/2024,Cash,Food,-210,INR,-210,INR,Groceries 
26/10/2024,Cash,Eating out,-164,INR,-164,INR,Dinner
27/10/2024,Cash,Food,-856,INR,-856,INR,Groceries 
28/10/2024,Cash,Transport,-250,INR,-250,INR,Metro recharge
28/10/2024,Cash,Transport,-30,INR,-30,INR,Bus
28/10/2024,Cash,Eating out,-125,INR,-125,INR,Monster energy drink
28/10/2024,Cash,Eating out,-158,INR,-158,INR,Paneer rice and badam milk  
28/10/2024,Cash,Thota work,"-1,400",INR,"-1,400",INR,Praveen coolie remove grass 
29/10/2024,Cash,Transport,-30,INR,-30,INR,Bus
29/10/2024,Cash,Bills,"-2,749",INR,"-2,749",INR,Credit card bill
29/10/2024,Cash,Eating out,-103,INR,-103,INR,Breakfast + coffee 
29/10/2024,Cash,Taxi,-142,INR,-142,INR,Taxi bus stand
29/10/2024,Cash,Native trip,-319,INR,-319,INR,Native train booking 
30/10/2024,Cash,Bills,-19,INR,-19,INR,Data recharge 
30/10/2024,Cash,Car,-150,INR,-150,INR,Petrol
30/10/2024,Cash,Salary,"74,856",INR,"74,856",INR,October Salary 
31/10/2024,Cash,Gifts,-170,INR,-170,INR,Enne samidhe
31/10/2024,Cash,Food,-40,INR,-40,INR,Hing
31/10/2024,Cash,Gifts,-200,INR,-200,INR,Pataki
31/10/2024,Cash,Health,-535,INR,-535,INR,Dog medicine 
31/10/2024,Cash,Food,-237,INR,-237,INR,Groceries 
31/10/2024,Cash,Transport,-173,INR,-173,INR,Transportation 
31/10/2024,Cash,Gifts,-50,INR,-50,INR,Kaanike
01/11/2024,Cash,Gifts,-800,INR,-800,INR,Charity 
01/11/2024,Cash,Health,"-2,236",INR,"-2,236",INR,Health Insurance
01/11/2024,Cash,Loan,"2,236",INR,"2,236",INR,Credit card loan
01/11/2024,Cash,Food,"-1,768",INR,"-1,768",INR,Milk
01/11/2024,Cash,House,"-13,000",INR,"-13,000",INR,November Rent
01/11/2024,Cash,Bills,-529,INR,-529,INR,Kerala vision bill
01/11/2024,Cash,Loan,529,INR,529,INR,Credit card loan axis
02/11/2024,Cash,Eating out,-50,INR,-50,INR,Badam milk
02/11/2024,Cash,Wants,"-5,000",INR,"-5,000",INR,Car advance 
02/11/2024,Cash,Transport,-30,INR,-30,INR,Bus
02/11/2024,Cash,Taxi,-50,INR,-50,INR,Auto
02/11/2024,Cash,Eating out,-22,INR,-22,INR,Juice
02/11/2024,Cash,Eating out,-80,INR,-80,INR,Evening snacks coffee
02/11/2024,Cash,Taxi,-70,INR,-70,INR,Auto
02/11/2024,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill 
02/11/2024,Cash,Loan,589,INR,589,INR,Credit card loan
03/11/2024,Cash,Wants,"-5,500",INR,"-5,500",INR,Driving school  plus 1000 for drivin instructor
03/11/2024,Cash,Transport,-60,INR,-60,INR,Transportation 
03/11/2024,Cash,Taxi,-90,INR,-90,INR,Auto
03/11/2024,Cash,Gifts,-500,INR,-500,INR,Gift baby naming ceremony
03/11/2024,Cash,Taxi,-165,INR,-165,INR,Cab
03/11/2024,Cash,Food,-450,INR,-450,INR,Groceries 
04/11/2024,Cash,Transport,-250,INR,-250,INR,Metro
04/11/2024,Cash,Transport,-35,INR,-35,INR,Bus
04/11/2024,Cash,Transport,-20,INR,-20,INR,Bus
04/11/2024,Cash,Taxi,-75,INR,-75,INR,Auto
04/11/2024,Cash,Bills,-179,INR,-179,INR,Vodafone recharge 
04/11/2024,Cash,Loan,179,INR,179,INR,Credit card loan
05/11/2024,Cash,Transport,-25,INR,-25,INR,Bus
05/11/2024,Cash,Transport,-20,INR,-20,INR,Bus
05/11/2024,Cash,Transport,-353,INR,-353,INR,Transportation 
05/11/2024,Cash,Eating out,-45,INR,-45,INR,Tiffin
06/11/2024,Cash,Transport,-296,INR,-296,INR,Transportation parents
06/11/2024,Cash,Eating out,-40,INR,-40,INR,Coffee
06/11/2024,Cash,Transport,-30,INR,-30,INR,Transportation 
06/11/2024,Cash,Transport,-250,INR,-250,INR,Metro recharge
06/11/2024,Cash,Bills,-250,INR,-250,INR,Metro recharge
06/11/2024,Cash,Transport,-361,INR,-361,INR,Transportation 
06/11/2024,Cash,Food,-60,INR,-60,INR,Orange
06/11/2024,Cash,Clothes,-330,INR,-330,INR,Tharanath 
06/11/2024,Cash,Eating out,-60,INR,-60,INR,Bisi bele bath
06/11/2024,Cash,Eating out,-75,INR,-75,INR,Paneer Manchurian 
06/11/2024,Cash,Bills,-149,INR,-149,INR,Youtube premium
06/11/2024,Cash,Loan,149,INR,149,INR,Credit card loan
06/11/2024,Cash,Gifts,"-1,200",INR,"-1,200",INR,Karthika pooje 6 months
07/11/2024,Cash,Transport,-30,INR,-30,INR,Bus
07/11/2024,Cash,Salary,"2,200",INR,"2,200",INR,Sodexo 
07/11/2024,Cash,Eating out,-165,INR,-165,INR,Dinner
08/11/2024,Cash,Bills,-130,INR,-130,INR,Google drive
08/11/2024,Cash,Loan,130,INR,130,INR,Credit card loan
08/11/2024,Cash,Gifts,-60,INR,-60,INR,Kaanike
08/11/2024,Cash,Transport,-100,INR,-100,INR,Transportation 
08/11/2024,Cash,Dad's expenses,-40,INR,-40,INR,Printout 
08/11/2024,Cash,Food,-70,INR,-70,INR,Bakery stuff
08/11/2024,Cash,Food,-150,INR,-150,INR,Deepa oil
08/11/2024,Cash,Transport,-35,INR,-35,INR,Bus
08/11/2024,Cash,Bills,-851,INR,-851,INR,Kseb current bill
08/11/2024,Cash,Loan,851,INR,851,INR,Credit card loan
09/11/2024,Cash,Bills,-223,INR,-223,INR,Water bill
09/11/2024,Cash,Loan,223,INR,223,INR,Credit card loan
09/11/2024,Cash,Eating out,-266,INR,-266,INR,Airport coffee
09/11/2024,Cash,Transport,-85,INR,-85,INR,Transportation 
09/11/2024,Cash,Gifts,-300,INR,-300,INR,Flowers
09/11/2024,Cash,Eating out,-130,INR,-130,INR,Paneer fried rice 
09/11/2024,Cash,Eating out,-313,INR,-313,INR,Ice cream breakfast 
09/11/2024,Cash,Trip,-492,INR,-492,INR,Petrol for trip
09/11/2024,Cash,Eating out,-317,INR,-317,INR,Lunch
10/11/2024,Cash,Eating out,-115,INR,-115,INR,Breakfast + coffee 
10/11/2024,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,320+20708. Home Loan emi 
10/11/2024,Cash,Eating out,-70,INR,-70,INR,Lunch
10/11/2024,Cash,Transport,-289,INR,-289,INR,Transportation 
10/11/2024,Cash,Food,-220,INR,-220,INR,Rice 
10/11/2024,Cash,Gifts,-50,INR,-50,INR,Kaanike
10/11/2024,Cash,Eating out,-49,INR,-49,INR,Dinner
10/11/2024,Cash,Car,-100,INR,-100,INR,Petrol 
10/11/2024,Cash,Food,-207,INR,-207,INR,Apple
11/11/2024,Cash,Bills,"-2,198",INR,"-2,198",INR,Credit card bill
11/11/2024,Cash,Transport,-30,INR,-30,INR,Bus
11/11/2024,Cash,Investment,"-14,500",INR,"-14,500",INR,Investment groww
11/11/2024,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
11/11/2024,Cash,Eating out,-50,INR,-50,INR,Dinner
11/11/2024,Cash,Eating out,-25,INR,-25,INR,Badam milk
11/11/2024,Cash,Gifts,-500,INR,-500,INR,Animal donation amtmindia.org
13/11/2024,Cash,Cashback,"1,144",INR,"1,144",INR,Fd interest
13/11/2024,Cash,Eating out,-50,INR,-50,INR,Breakfast 
13/11/2024,Cash,Gifts,-70,INR,-70,INR,Donation 
13/11/2024,Cash,Eating out,-55,INR,-55,INR,Ice cream
13/11/2024,Cash,Eating out,-85,INR,-85,INR,Lunch
13/11/2024,Cash,Bills,-397,INR,-397,INR,BSNL recharge 
13/11/2024,Cash,Loan,397,INR,397,INR,Credit card loan
13/11/2024,Cash,Eating out,-145,INR,-145,INR,Dinner
14/11/2024,Cash,Transport,-30,INR,-30,INR,Bus 
14/11/2024,Cash,Transport,-250,INR,-250,INR,Metro recharge
14/11/2024,Cash,Agri selling,"12,767",INR,"12,767",INR,Selling adake at 410 rs
14/11/2024,Cash,Food,-40,INR,-40,INR, Buttermilk
14/11/2024,Cash,Eating out,-140,INR,-140,INR,Paneer fried rice 
15/11/2024,Cash,Transport,-30,INR,-30,INR,Bus
15/11/2024,Cash,Clothes,-90,INR,-90,INR,Haircut 
15/11/2024,Cash,Taxi,-180,INR,-180,INR,Auto
15/11/2024,Cash,Dad's expenses,-175,INR,-175,INR,Misc
15/11/2024,Cash,Eating out,-45,INR,-45,INR,Pongal
15/11/2024,Cash,Eating out,-40,INR,-40,INR,Chat
15/11/2024,Cash,Eating out,-45,INR,-45,INR,Dose
15/11/2024,Cash,Eating out,-60,INR,-60,INR,Dinner + coffee
15/11/2024,Cash,Food,-26,INR,-26,INR,Curd 
16/11/2024,Cash,Eating out,-69,INR,-69,INR,Breakfast + coffee 
16/11/2024,Cash,Gifts,-190,INR,-190,INR,Ayyapa temple 
16/11/2024,Cash,Food,-720,INR,-720,INR,Groceries 
16/11/2024,Cash,Food,-80,INR,-80,INR,Fruits
16/11/2024,Cash,Health,-270,INR,-270,INR,Injections
16/11/2024,Cash,Transport,-210,INR,-210,INR,Dad transportation 
16/11/2024,Cash,Eating out,-140,INR,-140,INR,Paneer fried rice 
16/11/2024,Cash,Food,-748,INR,-748,INR,Groceries 
16/11/2024,Cash,Car,-100,INR,-100,INR,Petrol
17/11/2024,Cash,Clothes,-200,INR,-200,INR,Haircut 
17/11/2024,Cash,Food,-10,INR,-10,INR,Hasi menas
17/11/2024,Cash,Eating out,-30,INR,-30,INR,Sprouts masala
17/11/2024,Cash,Eating out,-140,INR,-140,INR,Paneer fried rice 
17/11/2024,Cash,Food,-215,INR,-215,INR,Jaggery icecream 
17/11/2024,Cash,Wants,-119,INR,-119,INR,Fault in our stars movie
17/11/2024,Cash,Loan,119,INR,119,INR,Credit card loan
18/11/2024,Cash,Transport,-30,INR,-30,INR,Transportation 
18/11/2024,Cash,Food,-890,INR,-890,INR,Gas cylinder
18/11/2024,Cash,Eating out,-90,INR,-90,INR,Dinner
18/11/2024,Cash,Transport,-250,INR,-250,INR,Metro recharge
19/11/2024,Cash,Transport,-30,INR,-30,INR,Bus
19/11/2024,Cash,Eating out,-155,INR,-155,INR,Dinner
20/11/2024,Cash,Health,-234,INR,-234,INR,Health Insurance
20/11/2024,Cash,Loan,234,INR,234,INR,Credit card loan
20/11/2024,Cash,Transport,-35,INR,-35,INR,Bus
20/11/2024,Cash,Eating out,-80,INR,-80,INR,Lunch
20/11/2024,Cash,Cashback,175,INR,175,INR,Train ticket refund
21/11/2024,Cash,Native trip,-622.5,INR,-622.5,INR,Bangalore to Hassan 
21/11/2024,Cash,Eating out,-150,INR,-150,INR,Breakfast + coffee 
21/11/2024,Cash,Taxi,-40,INR,-40,INR,Auto
21/11/2024,Cash,Transport,-90,INR,-90,INR,Belur
21/11/2024,Cash,Gifts,-333,INR,-333,INR,Gift wedding
21/11/2024,Cash,Eating out,-10,INR,-10,INR,Tea
21/11/2024,Cash,Taxi,-460,INR,-460,INR,Auto
21/11/2024,Cash,Eating out,-65,INR,-65,INR,Dinner + coffee
22/11/2024,Cash,Transport,-74,INR,-74,INR,Transportation 
22/11/2024,Cash,Taxi,-150,INR,-150,INR,Auto
22/11/2024,Cash,Gifts,-90,INR,-90,INR,Ell oil
22/11/2024,Cash,Transport,-160,INR,-160,INR,Transportation 
22/11/2024,Cash,Gifts,-150,INR,-150,INR,Fruits 
23/11/2024,Cash,Wants,"-11,000",INR,"-11,000",INR,Tiago booking charges 
24/11/2024,Cash,Gifts,-230,INR,-230,INR,Temple parasad
24/11/2024,Cash,Wants,"-2,654",INR,"-2,654",INR,Matrimony premium 
24/11/2024,Cash,Loan,"2,654",INR,"2,654",INR,Credit card loan
25/11/2024,Cash,Native trip,"-1,048",INR,"-1,048",INR,Native bus
25/11/2024,Cash,Taxi,-250,INR,-250,INR,Auto
25/11/2024,Cash,Transport,-53,INR,-53,INR,Bus
26/11/2024,Cash,Food,-447,INR,-447,INR,Groceries 
26/11/2024,Cash,Food,-10,INR,-10,INR,Vegetable 
26/11/2024,Cash,Wants,"-4,000",INR,"-4,000",INR,Stamp charge for car loan.
26/11/2024,Cash,Wants,"-71,495",INR,"-71,495",INR,Car downpayment 
27/11/2024,Cash,Transport,-250,INR,-250,INR,Metro recharge
27/11/2024,Cash,Salary,"2,200",INR,"2,200",INR,Kpit customer allowance 
27/11/2024,Cash,Native trip,-525,INR,-525,INR,Native trip 
27/11/2024,Cash,Eating out,-90,INR,-90,INR,Panner manchuri coffee
27/11/2024,Cash,Health,-270,INR,-270,INR,Medicines tenexa
28/11/2024,Cash,Clothes,-350,INR,-350,INR,Belt
28/11/2024,Cash,Car,-100,INR,-100,INR,Petrol
28/11/2024,Cash,Eating out,-15,INR,-15,INR,Ice cream
29/11/2024,Cash,Salary,"74,855",INR,"74,855",INR,November Salary
29/11/2024,Cash,Bills,-100,INR,-100,INR,Netflix
29/11/2024,Cash,Transport,-88,INR,-88,INR,Transportation 
29/11/2024,Cash,Health,-450,INR,-450,INR,Medicines mom
29/11/2024,Cash,Food,-80,INR,-80,INR,Rava powder
29/11/2024,Cash,Food,-120,INR,-120,INR,Fruits
30/11/2024,Cash,Taxi,-80,INR,-80,INR,Auto
30/11/2024,Cash,Car,-500,INR,-500,INR,Fast tag
30/11/2024,Cash,Car,"-3,701",INR,"-3,701",INR,32 ltrs fuel car
30/11/2024,Cash,Gifts,"-3,020",INR,"-3,020",INR,Ksheera
30/11/2024,Cash,Transport,-179,INR,-179,INR,Transportation 
30/11/2024,Cash,Transport,-215,INR,-215,INR,Dad transportation 
30/11/2024,Cash,Gifts,-500,INR,-500,INR,Murali sweet temple 
30/11/2024,Cash,Gifts,-750,INR,-750,INR,Pooja items + sevas
30/11/2024,Cash,Gifts,-120,INR,-120,INR,Gaadi pooja
30/11/2024,Cash,Gifts,"-1,155",INR,"-1,155",INR,Dakshine
30/11/2024,Cash,Bills,"-4,246",INR,"-4,246",INR,Credit card bill
01/12/2024,Cash,House,"-13,000",INR,"-13,000",INR,December rent 
01/12/2024,Cash,Gifts,-800,INR,-800,INR,Healthcare donation 
01/12/2024,Cash,Food,"-1,612",INR,"-1,612",INR,Milk
02/12/2024,Cash,Bills,-529,INR,-529,INR,Kerala vision bill
02/12/2024,Cash,Loan,529,INR,529,INR,Credit card loan
03/12/2024,Cash,Gifts,"-3,000",INR,"-3,000",INR,Shashti Anna dhaana
03/12/2024,Cash,Bills,-589,INR,-589,INR,Bsnl landline bill 
03/12/2024,Cash,Loan,589,INR,589,INR,Credit card loan
03/12/2024,Cash,Food,-155,INR,-155,INR,Vegetable 
03/12/2024,Cash,Food,-688,INR,-688,INR,Groceries 
04/12/2024,Cash,Health,"-2,236",INR,"-2,236",INR,Navi Parental Health Insurance
04/12/2024,Cash,Loan,"2,236",INR,"2,236",INR,Credit card loan
04/12/2024,Cash,Salary,"2,200",INR,"2,200",INR,Sodexo 
06/12/2024,Cash,Bills,-149,INR,-149,INR,Youtube premium
06/12/2024,Cash,Loan,149,INR,149,INR,Credit card loan
07/12/2024,Cash,Bills,-179,INR,-179,INR,Vodaphone recharge 
07/12/2024,Cash,Loan,179,INR,179,INR,Credit card loan
07/12/2024,Cash,Gifts,-300,INR,-300,INR,Shashti sweet
08/12/2024,Cash,Bills,-130,INR,-130,INR,Google drive
08/12/2024,Cash,Loan,130,INR,130,INR,Credit card loan
08/12/2024,Cash,Car,"-3,009.1",INR,"-3,009.1",INR,Petrol 28.13 ltr
09/12/2024,Cash,Transport,-139,INR,-139,INR,Transportation 
09/12/2024,Cash,Salary,200,INR,200,INR,Astrology consultation
09/12/2024,Cash,Bills,"-1,332",INR,"-1,332",INR,Jio recharge parents 
09/12/2024,Cash,Loan,"1,332",INR,"1,332",INR,Credit card loan
09/12/2024,Cash,Gifts,-250,INR,-250,INR,Mallige
09/12/2024,Cash,Gifts,-750,INR,-750,INR,Ashelsha bali pooja samagri
09/12/2024,Cash,Gifts,-600,INR,-600,INR,Fruits vegetables for ashlesha Bali 
09/12/2024,Cash,Eating out,-25,INR,-25,INR,Lassi
10/12/2024,Cash,Home loan Emi,"-21,028",INR,"-21,028",INR,320+20708. Home Loan emi 
10/12/2024,Cash,Gifts,"-2,500",INR,"-2,500",INR,Karanthra charge 2250+50 brahmachari 200
10/12/2024,Cash,Gifts,-846,INR,-846,INR,Grocceries 
11/12/2024,Cash,Investment,"-14,500",INR,"-14,500",INR,Investment groww
11/12/2024,Cash,Investment,"-1,680",INR,"-1,680",INR,Lic
11/12/2024,Cash,Clothes,-170,INR,-170,INR,Haircut 
11/12/2024,Cash,Health,"-3,091",INR,"-3,091",INR,Navi Parental Health Insurance
11/12/2024,Cash,Loan,"3,091",INR,"3,091",INR,Credit card loan
11/12/2024,Cash,Bills,"-2,749",INR,"-2,749",INR,SBI credit card bill payment 
11/12/2024,Cash,Gifts,-100,INR,-100,INR,Reenal farewell 
11/12/2024,Cash,Taxi,-80,INR,-80,INR,Auto
11/12/2024,Cash,Transport,-69,INR,-69,INR,Bus charge
12/12/2024,Cash,Eating out,-45,INR,-45,INR,Kichdi
12/12/2024,Cash,Transport,-35,INR,-35,INR,Bus
12/12/2024,Cash,Gifts,-180,INR,-180,INR,Karthika pooje
12/12/2024,Cash,Gifts,-390,INR,-390,INR,Flowers
12/12/2024,Cash,Taxi,-100,INR,-100,INR,Auto
12/12/2024,Cash,Dad's expenses,-60,INR,-60,INR,Misc
12/12/2024,Cash,Eating out,-203,INR,-203,INR,Dinner
13/12/2024,Cash,Taxi,-50,INR,-50,INR,Auto
13/12/2024,Cash,Transport,-30,INR,-30,INR,Bus
13/12/2024,Cash,Eating out,-60,INR,-60,INR,Dosa
13/12/2024,Cash,Native trip,-266.25,INR,-266.25,INR,Native train booking 
13/12/2024,Cash,Loan,266.25,INR,266.25,INR,Credit card loan
13/12/2024,Cash,Native trip,-266.25,INR,-266.25,INR,Native train booking 
13/12/2024,Cash,Loan,266.25,INR,266.25,INR,Credit card loan
13/12/2024,Cash,Native trip,-316.84,INR,-316.84,INR,Native train booking 
13/12/2024,Cash,Loan,316.84,INR,316.84,INR,Credit card loan
13/12/2024,Cash,Native trip,-266.25,INR,-266.25,INR,Native train booking 
13/12/2024,Cash,Loan,266.25,INR,266.25,INR,Credit card loan
13/12/2024,Cash,Eating out,-40,INR,-40,INR,Idli
13/12/2024,Cash,Eating out,-40,INR,-40,INR,Lassi
13/12/2024,Cash,Eating out,-20,INR,-20,INR,Water
14/12/2024,Cash,Salary,"7,910",INR,"7,910",INR,Selling adake 18.4kg @ 430 swalpa haal
14/12/2024,Cash,Agri selling,160,INR,160,INR,Banana 6.6 x 24
14/12/2024,Cash,Gifts,-640,INR,-640,INR,Flower
14/12/2024,Cash,Gifts,"-3,000",INR,"-3,000",INR,Trikala pooje 
14/12/2024,Cash,Bills,-234.62,INR,-234.62,INR,Health Insurance
14/12/2024,Cash,Loan,234.62,INR,234.62,INR,Credit card loan
15/12/2024,Cash,Gifts,-145,INR,-145,INR,Pooja irems
16/12/2024,Cash,Agri selling,"7,380",INR,"7,380",INR,Selling adake 16.4 kg @450 
16/12/2024,Cash,Food,-200,INR,-200,INR,Groceries 
18/12/2024,Cash,Gifts,-80,INR,-80,INR,Temple donation
19/12/2024,Cash,Food,-199,INR,-199,INR,More membership
19/12/2024,Cash,Food,"-1,966",INR,"-1,966",INR,Groceries 
19/12/2024,Cash,Eating out,-50,INR,-50,INR,Ice cream
19/12/2024,Cash,Eating out,-10,INR,-10,INR,Water bottle 
20/12/2024,Cash,Salary,"2,200",INR,"2,200",INR,Kpit customer allowance 
20/12/2024,Cash,Bills,-666,INR,-666,INR,Jio recharge 
20/12/2024,Cash,Loan,666,INR,666,INR,Credit card loan
20/12/2024,Cash,Car,"-1,510",INR,"-1,510",INR,Petrol at 102rs
20/12/2024,Cash,Food,-100,INR,-100,INR,Pedigree 
21/12/2024,Cash,Gifts,-600,INR,-600,INR,Nema donation 
21/12/2024,Cash,Native trip,"-1,425",INR,"-1,425",INR,Ambaaru utsav 
21/12/2024,Cash,Agri selling,"13,760",INR,"13,760",INR,Selling adake 32kg @430
21/12/2024,Cash,Food,"-1,220",INR,"-1,220",INR,Groceries 
21/12/2024,Cash,Eating out,-57,INR,-57,INR,Bakery
21/12/2024,Cash,Clothes,-300,INR,-300,INR,2 slippers 
21/12/2024,Cash,Thota work,-980,INR,-980,INR,Pipe items
23/12/2024,Cash,Gifts,-210,INR,-210,INR,Donation 
23/12/2024,Cash,Food,-100,INR,-100,INR,Fruits
23/12/2024,Cash,Food,-40,INR,-40,INR,Oil mill majuri
23/12/2024,Cash,Food,"-1,050",INR,"-1,050",INR,Gas cylinder+ groceries 
23/12/2024,Cash,Bills,"-7,768",INR,"-7,768",INR,Credit card bill
24/12/2024,Cash,Salary,"63,241",INR,"63,241",INR,Kpit salary 3 days lop
26/12/2024,Cash,Food,-145,INR,-145,INR,Fruits
26/12/2024,Cash,Gifts,-190,INR,-190,INR,Seve
26/12/2024,Cash,Gifts,-170,INR,-170,INR,Kaanike
26/12/2024,Cash,Taxi,-40,INR,-40,INR,Auto
26/12/2024,Cash,Gifts,-150,INR,-150,INR,Seve
26/12/2024,Cash,Health,-338,INR,-338,INR,Medical+ doctor fee
26/12/2024,Cash,Car,"-9,971",INR,"-9,971",INR,Car loan
27/12/2024,Cash,Car,"-2,000",INR,"-2,000",INR,Petrol at 102rs
29/12/2024,Cash,Car,-500,INR,-500,INR,9.34 ltr petrol
30/12/2024,Cash,Agri selling,"2,160",INR,"2,160",INR,Selling adake 4.8kg @450rs
30/12/2024,Cash,Wants,-598,INR,-598,INR,Lunar astro vedic calendar and magazine 
